"id","sus_id","country","country_other","station_name","national_name","short_sample_code","sample_code","provider_code","code_ec_wise","code_ec_other","code_other","east_west","longitude_d","longitude_m","longitude_s","longitude_decimal","north_south","latitude_d","latitude_m","latitude_s","latitude_decimal","dpc_id","altitude","specific_locations","matrix","matrix_other","compound","dcod_id","dic_id","concentration_value","unit_extra","tier","sampling_technique","sampling_date","sampling_date_y","sampling_date_m","sampling_date_d","sampling_date_t","sampling_duration_day","sampling_duration_hour","id_method","id_data","description","remark","remark_add","show_date","dtod_id","dtod_other","agg_uncertainty","dmm_id","agg_max","agg_min","agg_number","agg_deviation","dtl_id","dtl_other","sampling_date1","sampling_date1_y","sampling_date1_m","sampling_date1_d","sampling_date1_t","analysis_date_y","analysis_date_m","analysis_date_d","dst_id","dst_other","dtos_id","dplu_id","noexport","list_id","u_jds4","u_ufz","u_lptc","u_nl","u_connect","u_preempt","u_dnieper","u_6rbmp","u_eu4emblas","u_parc_pfas","u_promisces"
"88","00000214","SK",,"Bebrava Pod Ústím Radiše, Bebrava (rkm 9), Nitra (SK)","N16PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","00000214","SK",,"Bebrava Pod Ústím Radiše, Bebrava (rkm 9), Nitra (SK)","N16PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","0.91",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","00000214","SK",,"pod WWTP Zlaté Moravce","N15PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","00000214","SK",,"pod WWTP Zlaté Moravce","N15PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","00000214","SK",,"Nitra-Komoča","N1PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","00000214","SK",,"pod Novými Zámkami","N14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","00000214","SK",,"pod Novými Zámkami","N14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","00000214","SK",,"Žitava-Dolný Oháj","N17PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","0.28",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","00000214","SK",,"pod WWTP Nitra","N13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","1.99",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","00000214","SK",,"pod WWTP Nitra","N13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","2.48",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","00000214","SK",,"Nitra-Chalmová","N2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","00000214","SK",,"pod WWTP Topoľčany","N12PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","00000214","SK",,"pod WWTP Topoľčany","N12PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","00000214","SK",,"pod WWTP Brezová p. Bradlom","M6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","6.01",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","00000214","SK",,"pod WWTP Brezová p. Bradlom","M6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","8.6",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","00000214","SK",,"Morava-Devínska Nová Ves","M2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","00000214","SK",,"pod Gajarmi","M8PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","00000214","SK",,"pod Gajarmi","M8PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","00000214","SK",,"Kúty","M1PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","00000214","SK",,"Myjava - pod WWTP","M7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","1.9",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","00000214","SK",,"Myjava - pod WWTP","M7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","0.96",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","00000214","SK",,"pod Senicou","M10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","00000214","SK",,"Krtíš - ústie","I9PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","00000214","SK",,"Krtíš - ústie","I9PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","1.46",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","00000214","SK",,"Krtíš - ústie","I9PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","1.1",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","00000214","SK",,"Štiavnica - ústie","I3PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","00000214","SK",,"Belina-Filakovo, Belina (rkm 1.6), Ipel (SK)","I11PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","00000214","SK",,"Veľké Zlievce","I8PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","00000214","SK",,"Veľké Zlievce","I8PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","00000214","SK",,"pod WWTP Lučenec","I7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","00000214","SK",,"pod WWTP Lučenec","I7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","00000214","SK",,"Ipeľ - Salka","I1PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","00000214","SK",,"Štiavnica - Tupá","I10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","00000214","SK",,"pod Slovglassom Poltár","I6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","00000214","SK",,"Torysa-Košické Olšany","H15PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","00000214","SK",,"Sokoliansky p.","H14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","00000214","SK",,"Hornád-Hidasnemeti","H13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","00000214","SK",,"pod Vitrum Krompachy","H12PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","00000214","SK",,"Torysa-Vajkovce","H10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","00000214","SK",,"Torysa-Vajkovce","H10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","00000214","SK",,"Rudniansky p.-ústie","H11PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","00000214","SK",,"Obišovce","H10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","00000214","SK",,"ústie - Hnilec","H7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","00000214","SK",,"ústie - Hnilec","H7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","00000214","SK",,"ústie - Hnilec","H7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","00000214","SK",,"pod Spišskou Novou Vsou","H6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","00000214","SK",,"pod Spišskou Novou Vsou","H6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","00000214","SK",,"Hron - nad Biotikou","R18PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","00000214","SK",,"Hron-Kamenica","R2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","00000214","SK",,"Zolná - ústie","R21PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","00000214","SK",,"Slatina- ústie","R20PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","00000214","SK",,"Zvolen - Bučina","R13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","00000214","SK",,"Zvolen - Bučina","R13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","00000214","SK",,"Zvolen - Bučina","R14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","00000214","SK",,"pod WWTP Levice","R11PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
