"country","country_other","station_name","national_name","short_sample_code","sample_code","provider_code","code_ec_wise","code_ec_other","code_other","longitude_decimal","latitude_decimal","specific_locations"
"FR","","LE TRINQUELIN A SAINT-LEGER-VAUBAN 2","3032240","","","","","","CE_M_St0307","","",\N
"FR","","LA SEINE A SAINT-FARGEAU-PONTHIERRY","3048000","","","","FRHR03048000","","CE_M_St0311","2.54785","48.5375",\N
"FR","","L'ALMONT A MOISENAY","3051500","","","","FRHR03051500","","CE_M_St0308","2.74098","48.559",\N
"FR","","L'YERRES A COURTOMER","3078110","","","","FRHR03078110","","CE_M_St0309","2.9034","48.651",\N
"FR","","LA JOUX A ROCHES-BETTAINCOURT 1","3094700","","","","","","CE_M_St0313","","",\N
"FR","","LA BARSE A MONTREUIL SUR BARSE","3096650","","","","FRHR03096650","","CE_M_St0316","4.08055","48.7676",\N
"FR","","LA MARNE A MATOUGUES","3104000","","","","FRHR03104000","","CE_M_St0314","4.24257","48.996",\N
"FR","","LA MARNE A REUIL","3105500","","","","FRHR03105500","","CE_M_St0315","3.7979","49.0683",\N
"FR","","LA SEINE A POISSY","3125000","","","","FRHR03125000","","CE_M_St0312","2.03821","48.9338",\N
"FR","","LA VESLE A CHASSEMY","3162000","","","","FRHR03162000","","CE_M_St0310","3.47963","49.3736",\N
"FR","","L'ITON A CHAISE-DIEU-DU-THEIL","3197000","","","","FRHR03197000","","CE_M_St0306","0.76174","48.7648",\N
"FR","","L'ITON A NORMANVILLE","3199200","","","","FRHR03199200","","CE_M_St0304","1.15186","49.0802",\N
"FR","","LA RISLE A AMBENAY 2","3219780","","","","FRHR03219780","","CE_M_St0305","0.72321","48.084",\N
"FR","","LE NOIREAU A BERJOU","3241957","","","","FRHR03241957","","CE_M_St0302","-0.48392","48.8574",\N
"FR","","LA SOULEUVRE A CARVILLE","3250430","","","","FRHR03250430","","CE_M_St0301","-0.88397","48.947",\N
"FR","","L'AIRON A LES LOGES-MARCHIS 2","3271965","","","","FRHR03271965","","CE_M_St0303","-1.0771","48.5522",\N
"FR","","LOIRE À MALVALETTE","4004100","","","","FRGR04004100","","CE_M_St0401","4.15382","45.3181",\N
"FR","","FURAN À ANDREZIEUX-BOUTHEON","4008000","","","","FRGR04008000","","CE_M_St0402","4.2502","45.5248",\N
"FR","","LOIRE À VEAUCHETTE","4009000","","","","FRGR04009000","","CE_M_St0403","4.27142","45.563",\N
"FR","","MARE à GUMIERES","4009250","","","","","","CE_M_St0404","","",\N
"FR","","LOIRE À BRIENNON","4015000","","","","FRGR04015000","","CE_M_St0405","4.08493","46.1467",\N
"FR","","BOURBINCE À VITRY-EN-CHAROLLAIS","4019700","","","","FRGR04019700","","CE_M_St0406","4.07892","46.4718",\N
"FR","","NIEVRE À DOMPIERRE-SUR-NIEVRE","4025040","","","","FRGR04025040","","CE_M_St0407","3.25034","47.2368",\N
"FR","","BEDAT À SAINT-LAURE","4034650","","","","FRGR04034650","","CE_M_St0408","3.29504","45.9002",\N
"FR","","DORE À OLLIERGUES","4037900","","","","FRGR04037900","","CE_M_St0409","3.63015","45.0676",\N
"FR","","VAUVISE À JUSSY-LE-CHAUDRIER","4046545","","","","FRGR04046545","","CE_M_St0410","2.91816","47.1293",\N
"FR","","LOIRE À JARGEAU","4050000","","","","FRGR04050000","","CE_M_St0411","2.12299","47.8698",\N
"FR","","OUSSANCE À INGRANNES","4050100","","","","FRGR04050100","","CE_M_St0412","2.2269","47.9961",\N
"FR","","LAYON à IVOY-LE-PRE","4068483","","","","","","CE_M_St0413","","",\N
"FR","","RAU DE LA GROSSE PLANCHE À SAINT-LACTENCIN","4074140","","","","","","CE_M_St0414","","",\N
"FR","","CLAIN À ANCHE","4082550","","","","FRGR04082550","","CE_M_St0415","0.27162","46.3235",\N
"FR","","CLAIN À NAINTRE","4085500","","","","FRGR04085500","","CE_M_St0416","0.49851","46.7521",\N
"FR","","SARTHE À ARNAGE","4119000","","","","FRGR04119000","","CE_M_St0417","0.14429","47.913",\N
"FR","","JOUANNE À FORCE","4127000","","","","FRGR04127000","","CE_M_St0418","-0.70526","48.0336",\N
"FR","","LAYON À SAINT-LAMBERT-DU-LATTAY","4134000","","","","FRGR04134000","","CE_M_St0419","-0.6319","47.3162",\N
"FR","","LOIRE À MONTJEAN-SUR-LOIRE","4134700","","","","FRGR04134700","","CE_M_St0430","-0.86293","47.3934",\N
"FR","","BOIRE DE LA ROCHE À SAINT-JULIEN-DE-CONCELLES","4137050","","","","","","CE_M_St0420","","",\N
"FR","","PETITE BOULOGNE à SAINT-ETIENNE-DU-BOIS","4150865","","","","","","CE_M_St0422","","",\N
"FR","","LE FOSSE NEUF À PRIN-DEYRANCON","4160235","","","","","","CE_M_St0423","","",\N
"FR","","RANCE À EREAC","4164758","","","","FRGR04164758","","CE_M_St0424","-2.3331","48.252",\N
"FR","","GOUET A SAINT-JULIEN","4170500","","","","","","CE_M_St0425","-2.0843","48.4459",\N
"FR","","OUST à LOUDEAC","4195690","","","","","","CE_M_St0426","","",\N
"FR","","AFF À PAIMPONT","4199370","","","","FRGR04199370","","CE_M_St0427","-2.1509","47.9815",\N
"FR","","VILAINE À GUICHEN","4209990","","","","FRGR04209990","","CE_M_St0428","-1.77398","48.0027",\N
"FR","","BARAIZE à SAINT-DENIS-D'ANJOU","4607001","","","","","","CE_M_St0429","","",\N
"FR","","ST-FAZIOL","5005610","","","","","","CE_M_St0509","-0.018577","46.2129",\N
"FR","","FÉVRIERS","5006880","","","","FRFR05006880","","CE_M_St0507","-0.64432","45.8642",\N
"FR","","Les Eaux Claires de sa source au confluent de la Charente","5015300","","","","","","CE_M_St0508","","",\N
"FR","","COLINET AVAL","5025830","","","","FRFR05025830","","CE_M_St0522","-0.46681","45.0911",\N
"FR","","GUITRES","5029800","","","","FRFR05029800","","CE_M_St0526","-0.19207","45.0371",\N
"FR","","RAZAC","5039000","","","","FRFR05039000","","CE_M_St0523","0.59293","45.0219",\N
"FR","","SÉGUR","5042080","","","","FRFR05042080","","CE_M_St0525","1.3079","45.4288",\N
"FR","","GARDONNE","5047000","","","","FRFR05047000","","CE_M_St0524","0.33201","44.0896",\N
"FR","","LOUBENS","5079100","","","","FRFR05079100","","CE_M_St0518","-0.03338","44.6319",\N
"FR","","VARÈS","5083585","","","","FRFR05083585","","CE_M_St0520","0.38781","44.4406",\N
"FR","","FLAUJAC","5099170","","","","FRFR05099170","","CE_M_St0502","2.79236","44.5338",\N
"FR","","ST- LÉGER","5104000","","","","FRFR05104000","","CE_M_St0521","0.32045","44.2888",\N
"FR","","ST-ANTOINE","5118000","","","","FRFR05118000","","CE_M_St0504","0.85204","44.0412",\N
"FR","","AMPIAC","5127000","","","","FRFR05127000","","CE_M_St0506","2.49324","44.0379",\N
"FR","","ALBI","5142100","","","","FRFR05142100","","CE_M_St0503","2.13387","43.9426",\N
"FR","","MARQUAIRES","5151100","","","","FRFR05151100","","CE_M_St0501","3.59032","44.0327",\N
"FR","","LAFITTE","5153000","","","","FRFR05153000","","CE_M_St0519","1.12082","43.9725",\N
"FR","","ST-SAUVEUR","5156950","","","","FRFR05156950","","CE_M_St0515","1.38055","43.7505",\N
"FR","","SEILH","5158700","","","","FRFR05158700","","CE_M_St0516","1.3509","43.6965",\N
"FR","","GAGNAC","5161000","","","","FRFR05161000","","CE_M_St0517","1.36812","43.7004",\N
"FR","","MONTBRUN","5176100","","","","FRFR05176100","","CE_M_St0505","1.24717","43.1049",\N
"FR","","ABIDOS","5212000","","","","FRFR05212000","","CE_M_St0513","-0.62415","43.4038",\N
"FR","","RIEULHES","5216210","","","","FRFR05216210","","CE_M_St0514","-0.14244","43.1026",\N
"FR","","BROULE","5218700","","","","FRFR05218700","","CE_M_St0510","-0.00781","42.7297",\N
"FR","","Le Luzou de sa source au confluent de la Midouze","5223210","","","","","","CE_M_St0512","","",\N
"FR","","LE CAMPAGNÉ","5228500","","","","FRFR05228500","","CE_M_St0511","0.01487","43.8515",\N
"FR","","Ouche à Crimolois - 21","6016000","","","","","","CE_M_St0612","5.11749757109722","47.2662404076389",\N
"FR","","Guyotte à St Bonnet en Bresse - 71","6035330","","","","","","CE_M_St0622","5.02827565641667","46.8532869245",\N
"FR","","Corne à Saint Rémy - 71","6038300","","","","","","CE_M_St0623","4.81738787042778","46.7482453393056",\N
"FR","","REYSSOUZE À VIRIAT","6046000","","","","FRDR06046000","","CE_M_St0613","5.19595545925","46.2576309248333",\N
"FR","","ARDIÈRES À SAINT JEAN D'ARDIÈRES","6051550","","","","FRDR06051550","","CE_M_St0624","4.71587268325","46.1268943840833",\N
"FR","","SAÔNE À LYON","6059500","","","","FRDR06059500","","CE_M_St0625","4.83190651438889","45.7965387710278",\N
"FR","","Tillet à Aix-les-Bains - 73","6074500","","","","","","CE_M_St0617","5.89212309358333","45.6938128284722",\N
"FR","","BOURBRE A CHAVANOZ (PONT D 55)","6083000","","","","","","CE_M_St0607","5.18642830866667","45.7674897031861",\N
"FR","","Ain à Sirod - 39","6083590","","","","","","CE_M_St0602","5.99074121616667","46.7431097576944",\N
"FR","","GIER À GIVORS","6097000","","","","FRDR06097000","","CE_M_St0618","4.75118980174722","45.5877135073889",\N
"FR","","RHÔNE À CHASSE SUR RHÔNE","6098000","","","","FRDR06098000","","CE_M_St0614","4.78087670275","45.5812407467778",\N
"FR","","ROANNE À SAINT BENOIT EN DIOIS","6107980","","","","FRDR06107980","","CE_M_St0601","5.27127316516667","44.0710658716945",\N
"FR","","LUECH À GENOLHAC","6118550","","","","FRDR06118550","","CE_M_St0603","3.96089817263889","44.3240548685278",\N
"FR","","AUZON À MONTEUX","6123250","","","","FRDR06123250","","CE_M_St0626","5.01206477566667","44.0395328452222",\N
"FR","","AVENE A SAINT PRIVAT DES VIEUX (PONT D 6 - ALES VE","6127900","","","","","","CE_M_St0619","4.13346108855278","44.1293412004444",\N
"FR","","RHÔNE À ARLES","6131550","","","","FRDR06131550","","CE_M_St0631","4.62291582597222","43.0791170546111",\N
"FR","","VÉNÉON À SAINT CHRISTOPHE EN OISANS","6143650","","","","FRDR06143650","","CE_M_St0604","6.15484941575","44.9675465065528",\N
"FR","","DRAC À FONTAINE","6146500","","","","FRDR06146500","","CE_M_St0620","5.70159674370278","45.1920464375833",\N
"FR","","Tagnone à Aleria - 2A","6150170","","","","","","CE_M_St0630","9.05036035803056","42.1026350341",\N
"FR","","DURANCE AUX MÉES","6159000","","","","FRDR06159000","","CE_M_St0621","5.96443745141667","44.0353429846583",\N
"FR","","AGULLA DE LA MAR À ALENYA","6169050","","","","FRDR06169050","","CE_M_St0627","2.98444013322778","42.6379581571111",\N
"FR","","TĘT À SAINTE MARIE LA MER","6172100","","","","FRDR06172100","","CE_M_St0608","3.02340865038889","42.7108178204167",\N
"FR","","TRÉBOUL À CASTELNAUDARY","6177910","","","","FRDR06177910","","CE_M_St0628","1.97931287286111","43.2942470735",\N
"FR","","LEZ À LATTES","6189500","","","","FRDR06189500","","CE_M_St0615","3.89777269911111","43.5705219349722",\N
"FR","","LUYNES À AIX EN PROVENCE","6194000","","","","FRDR06194000","","CE_M_St0609","5.42274151747222","43.4792907465278",\N
"FR","","RU D'AITONE À EVISA","6219590","","","","FRER06219590","","CE_M_St0629","8.85320767355556","42.2748120686667",\N
"FR","","Lanterne à Sainte Marie en Chaux - 70","6404500","","","","","","CE_M_St0610","6.30510656319444","47.7901991659722",\N
"FR","","Durgeon à Vesoul - 70","6416300","","","","","","CE_M_St0616","6.16632357475","47.6248114228889",\N
"FR","","Salon à Chalindrey - 52","6416550","","","","","","CE_M_St0611","5.45962663405556","47.8061847735278",\N
"FR","","Baume à Saint Alban Auriolles - 07","6594900","","","","","","CE_M_St0605","4.30878709288889","44.4485887590833",\N
"FR","","TOULOURENC À SAINT LEGER DU VENTOUX","6710039","","","","FRDR06710039","","CE_M_St0606","5.27869082841667","44.2093449712222",\N
"FR","","RAU VRIGNON À SAINT-AUBIN-DES-ORMEAUX","4140020","","","","","","CE_M_St0421","","",\N
"FR","","Lac de Madine à Nonsard-Lamarche","FRCL18","","","","","","PE_M_St011","","",\N
"FR","","Saint-point ","FRDL12","","","","","","PE_M_St005","","",\N
"FR","","retenue de caramany","FRDL127","","","","","","PE_M_St008","","",\N
"FR","","Ilay","FRDL25","","","","","","PE_M_St006","","",\N
"FR","","le grand large","FRDL49","","","","","","PE_M_St007","","",\N
"FR","","Codole","FREL135","","","","","","PE_M_St009","","",\N
"FR","","Lac de Bordeaux","FRFL17","","","","","","PE_M_St001","","",\N
"FR","","Carcans-Hourtin","FRFL25","","","","","","PE_M_St002","","",\N
"FR","","Etang de Soustons","FRFL89","","","","","","PE_M_St004","","",\N
"FR","","Retenue de Saint-Etienne-Cantalès","FRFL90","","","","","","PE_M_St003","","",\N
"FR","","COMPLEXE DE GUERLEDAN","FRGL016","","","","","","PE_M_St014","","",\N
"FR","","RETENUE DE VILLEREST","FRGL096","","","","","","PE_M_St015","","",\N
"FR","","RETENUE DE GRANGENT","FRGL097","","","","","","PE_M_St016","","",\N
"FR","","LAC D'AYDAT","FRGL124","","","","","","PE_M_St017","","",\N
"FR","","LAC PAVIN","FRGL125","","","","","","PE_M_St018","","",\N
"FR","","Saint Quentin","FRHL14","","","","","","PE_M_St013","","",\N
"FR","","Crescent","FRHL61","","","","","","PE_M_St012","","",\N
"FR","","Lac de Gérardmer","RFCL12","","","","","","PE_M_St010","","",\N
"IT","","San Mauro Torinese ","001249","","","","","","","7.76305555555556","45.1036111111111",\N
"IT","","Valenza","006177","","","","","","","8.63166666666667","45.0511111111111",\N
"IT","","Ferrara","038008","","","","","","","11.6086111111111","44.8880555555556",\N
"IT","","Isola Sant'Antonio ","006087","","","","","","","8.82111111111111","45.0363888888889",\N
"IT","","Rivarone","006145","","","","","","","8.72722222222222","44.9841666666667",\N
"IT","","Linarolo","018081","","","","","","","9.22916666666667","45.1430555555556",\N
"IT","","Bertonico ","098002","","","","","","","9.70055555555555","45.2547222222222",\N
"IT","","Cavenago d'Adda ","098017","","","","","","","9.61416666666667","45.295",\N
"IT","","Castiglione d'Adda ","098014","","","","","","","9.70111111111111","45.2319444444444",\N
"IT","","Lodi ","098031","","","","","","","9.51416666666667","45.3055555555556",\N
"IT","","Lodi ","098031","","","","","","","9.53611111111111","45.2975",\N
"IT","","Zevio ","023097","","","","","","","11.1333333333333","45.3847222222222",\N
"IT","","Caverzere ","027006","","","","","","","12.1886111111111","45.1130555555556",\N
"IT","","Zevio ","023097","","","","","","","11.1352777777778","45.3802777777778",\N
"IT","","Albaredo d'Adige ","023002","","","","","","","11.2661111111111","45.3180555555556",\N
"IT","","Badia Polesine ","029004","","","","","","","11.4888888888889","45.1038888888889",\N
"IT","","San Bonifacio","023069","","","","","","","11.2675","45.3938888888889",\N
"IT","","Montorso Vicentino ","024068","","","","","","","11.3672222222222","45.4925",\N
"IT","","Cornedo Vicentino ","024034","","","","","","","11.3402777777778","45.6088888888889",\N
"IT","","Vighizzolo d'este","028098","","","","","","","11.6272222222222","45.1763888888889",\N
"IT","","Cologna Veneta","023027","","","","","","","11.3716666666667","45.3208333333333",\N
"IT","","Cologna Veneta ","023027","","","","","","","11.3719444444444","45.3163888888889",\N
"IT","","Bevilacqua ","023008","","","","","","","11.4013888888889","45.2319444444444",\N
"IT","","Chioggia ","027008","","","","","","","12.2772222222222","45.1794444444444",\N
"IT","","Codevigo ","028033","","","","","","","12.1261111111111","45.2455555555556",\N
"IT","","Roma ","058091","","","","","","","12.4858333333333","41.9397222222222",\N
"IT","","Roma ","058091","","","","","","","12.4772222222222","41.89",\N
"IT","","Roma ","058091","","","","","","","12.4180555555556","41.8072222222222",\N
"IT","","Capolona","051006","","","","","","","11.8313888888889","43.52",\N
"IT","","Lastra a Signa","048024","","","","","","","11.0930555555556","43.7730555555556",\N
"IT","","Capraia e Limite ","048008","","","","","","","11.0344444444444","43.7669444444444",\N
"IT","","Castelfranco di sotto","050009","","","","","","","10.7486111111111","43.6941666666667",\N
"IT","","Calcinaia ","050004","","","","","","","10.6155555555556","43.6811111111111",\N
"IT","","Pisa ","050026","","","","","","","10.3355555555556","43.6838888888889",\N
"IT","","Santa Croce sull'Arno ","050033","","","","","","","10.7594444444444","43.7344444444444",\N
"IT","","Signa ","048044","","","","","","","11.1008333333333","43.7825",\N
"IT","","Poggio a Caiano","100004","","","","","","","11.0591666666667","43.8188888888889",\N
"IT","","Signa ","048044","","","","","","","11.0647222222222","43.7769444444444",\N
"IT","","Seriate ","016198","","","","","","","9.72416666666667","45.6794444444444",\N
"IT","","Nembro ","016144","","","","","","","9.75138888888889","45.735",\N
"IT","","Cologno al Serio","016079","","","","","","","9.74194444444444","45.5877777777778",\N
"IT","","Montodine ","019059","","","","","","","9.71111111111111","45.2830555555556",\N
"IT","","Romano di Lombardia ","016183","","","","","","","9.72388888888889","45.5227777777778",\N
"IT","","Orio Litta","098042","","","","","","","9.53166666666667","45.1658333333333",\N
"IT","","Monza ","108033","","","","","","","9.27166666666667","45.5616666666667",\N
"IT","","Cologno Monzese ","015081","","","","","","","9.26833333333333","45.5508333333333",\N
"IT","","Milano ","015146","","","","","","","9.24777777777778","45.495",\N
"IT","","Merone ","013147","","","","","","","9.24944444444444","45.7825",\N
"IT","","Melegnano","015140","","","","","","","9.32638888888889","45.3575",\N
"IT","","Sant'Angelo Lodigiano","098050","","","","","","","9.40722222222222","45.2405555555556",\N
"IT","","Cislago ","012050","","","","","","","8.97361111111111","45.6611111111111",\N
"IT","","Lentate  sul Seveso ","108054","","","","","","","9.12555555555556","45.6783333333333",\N
"IT","","Bresso","015032","","","","","","","9.18638888888889","45.5294444444444",\N
"IT","","Lomazzo ","013133","","","","","","","9.03666666666667","45.6991666666667",\N
"IT","","Olgiate Olona ","012108","","","","","","","8.89222222222222","45.6372222222222",\N
"IT","","Rho ","015182","","","","","","","9.05416666666667","45.5188888888889",\N
"IT","","Rovagnate ","097073","","","","","","","9.36666666666667","45.7191666666667",\N
"IT","","Cerrione","096018","","","","","","","8.03722222222222","45.4694444444444",\N
"IT","","Cerrione","096018","","","","","","","8.04138888888889","45.4702777777778",\N
"IT","","Premosello-Chiovenda ","103057","","","","","","","8.32555555555555","45.9919444444444",\N
"IT","","Mesola ","038014","","","","","","","12.2311111111111","44.925",\N
"IT","","Piacenza ","033032","","","","","","","9.69722222222222","45.0616666666667",\N
"IT","","San Daniele Po","019089","","","","","","","10.1816666666667","45.0416666666667",\N
"IT","","San Benedetto Po ","020055","","","","","","","10.9336111111111","45.0738888888889",\N
"IT","","Revere ","020049","","","","","","","11.1352777777778","45.0558333333333",\N
"IT","","Marcaria ","020031","","","","","","","10.5316666666667","45.1144444444444",\N
"IT","","Lodi ","098031","","","","","","","9.50861111111111","45.3191666666667",\N
"IT","","Maccastorna","098033","","","","","","","9.85361111111111","45.155",\N
"IT","","Lonigo","024052","","","","","","","11.3719444444444","45.3583333333333",\N
"IT","","Montecchio Maggiore ","024061","","","","","","","11.3877777777778","45.4991666666667",\N
"IT","","Piacenza d'Adige","028062","","","","","","","11.5527777777778","45.1416666666667",\N
"IT","","Firenze ","048017","","","","","","","11.2183333333333","43.78",\N
"IT","","Castelfranco di sotto","050009","","","","","","","10.7341666666667","43.7233333333333",\N
"IT","","Maggiora","003088","","","","","","","8.40722222222222","45.7152777777778",\N
"IT","","Venezia","027042","","","","","","","12.2583333333333","45.4172222222222",\N
"IT","","Comacchio ","038006","","","","","","","12.1783333333333","44.6908333333333",\N
"IT","","Comacchio ","038006","","","","","","","12.2594444444444","44.8041666666667",\N
"IT","","Taglio di Po ","029046","","","","","","","12.2208333333333","45.0091666666667",\N
"IT","","Villanova Marchesana ","029051","","","","","","","11.9733333333333","44.9872222222222",\N
"IT","","Pieve Porto Morone","018114","","","","","","","9.45111111111111","45.0941666666667",\N
"IT","","Bondeno ","038003","","","","","","","11.4144444444444","44.8830555555556",\N
"IT","","Bondeno ","038003","","","","","","","11.4319444444444","44.8775",\N
"IT","","Roncoferraro","020052","","","","","","","10.9483333333333","45.0908333333333",\N
"IT","","Pizzighettone ","019076","","","","","","","9.77972222222222","45.1866666666667",\N
"IT","","Veronella","023092","","","","","","","11.2713888888889","45.3408333333333",\N
"IT","","Este ","028037","","","","","","","11.6338888888889","45.2241666666667",\N
"IT","","Trissino","024110","","","","","","","11.3772222222222","45.5625",\N
"IT","","Arzignano","024008","","","","","","","11.3602777777778","45.5327777777778",\N
"IT","","Montagnana ","028056","","","","","","","11.4811111111111","45.2513888888889",\N
"IT","","Cavarzere","027006","","","","","","","12.2097222222222","45.1552777777778",\N
"IT","","Marano Vicentino","024056","","","","","","","11.4197222222222","45.6947222222222",\N
"IT","","Correzzola ","028035","","","","","","","12.1194444444444","45.2322222222222",\N
"IT","","Vicenza","024116","","","","","","","11.5533333333333","45.5452777777778",\N
"IT","","Vicenza","024116","","","","","","","11.5527777777778","45.545",\N
"IT","","Fiumicino ","058120","","","","","","","12.2497222222222","41.7713888888889",\N
"IT","","Pontassieve","048033","","","","","","","11.4236111111111","43.7705555555556",\N
"IT","","Ornavasso ","103051","","","","","","","8.41888888888889","45.9761111111111",\N
"IT","","Cavarzere ","027006","","","","","","","12.1175","45.1388888888889",\N
"IT","","Roma ","058091","","","","","","","12.4997222222222","41.9872222222222",\N
"IT","","Rignano sull' Arno","048036","","","","","","","11.4547222222222","43.7216666666667",\N
"IT",""," Venezia ","027042","","","","","","","12.3044444444444","45.4283333333333",\N
"IT",""," Venezia","027042","","","","","","","12.3336111111111","45.4816666666667",\N
"IT","","Venezia ","027042","","","","","","","12.2769444444444","45.4475",\N
"IT","","Venezia","027042","","","","","","","12.2530555555556","45.4344444444444",\N
"IT","","Chioggia","027008","","","","","","","12.2688888888889","45.2491666666667",\N
"IT","","Venezia","027042","","","","","","","12.2813888888889","45.2344444444444",\N
"IT",""," Chioggia ","027008","","","","","","","12.2630555555556","45.2016666666667",\N
"IT","","Chioggia ","027008","","","","","","","12.2841666666667","45.2188888888889",\N
"IT","","Linarolo","018081","","","","","","","9.22611111111111","45.1386111111111",\N
"IT","","Trissino","024110","","","","","","","11.3883333333333","45.5530555555556",\N
"IT","","Trissino ","024110","","","","","","","11.3880555555556","45.5519444444444",\N
"IT","","Costabissara","024035","","","","","","","11.4969444444444","45.5944444444444",\N
"IT","","Vicenza","024116","","","","","","","11.5366666666667","45.5530555555556",\N
"IT","","Monterotondo ","058065","","","","","","","12.6019444444444","42.0869444444444",\N
"IT","","Corteolona ","018056","","","","","","","9.35583333333333","45.1569444444444",\N
"IT","","Gravellona Toce ","103035","","","","","","","8.43277777777778","45.9255555555556",\N
"IT","","Chioggia ","027008","","","","","","","12.2205555555556","45.2241666666667",\N
"IT","","Alessandria","6003","","","","","","","8.67","44.8847222222222",\N
"IT","","Alessandria","6003","","","","","","","8.65861111111111","44.8788888888889",\N
"IT","","Lurago Marinone","13137","","","","","","","8.9775","45.7133333333333",\N
"IT","","Castelverde","19026","","","","","","","10.0238888888889","45.1875",\N
"IT","","Lodi","98031","","","","","","","9.46472222222222","45.3238888888889",\N
"IT","","Cassina de' Pecchi","15060","","","","","","","","",\N
"IT","","Cassina de' Pecchi","15060","","","","","","","9.38194444444444","45.5211111111111",\N
"IT","","Segrate","15205","","","","","","","9.27833333333333","45.4616666666667",\N
"IT","","Milano","15146","","","","","","","9.11861111111111","45.495",\N
"IT","","Milano","15146","","","","","","","9.13833333333333","45.4886111111111",\N
"IT","","Milano","15146","","","","","","","9.135","45.4783333333333",\N
"IT","","Milano","15146","","","","","","","9.1325","45.4627777777778",\N
"IT","","Milano","15146","","","","","","","9.08722222222222","45.4625",\N
"IT","","Milano","15146","","","","","","","9.08694444444444","45.4555555555556",\N
"IT","","Peschiera Borromeo","15171","","","","","","","","",\N
"IT","","Milano","15146","","","","","","","9.15805555555556","45.5266666666667",\N
"IT","","Milano","15146","","","","","","","9.12972222222222","45.5188888888889",\N
"IT","","Milano","15146","","","","","","","9.15944444444444","45.475",\N
"IT","","Milano","15146","","","","","","","9.17777777777778","45.43",\N
"IT","","Milano","15146","","","","","","","9.19222222222222","45.4522222222222",\N
"IT","","Milano","15146","","","","","","","9.17361111111111","45.4558333333333",\N
"IT","","Milano","15146","","","","","","","9.15583333333333","45.4394444444444",\N
"IT","","Milano","15146","","","","","","","9.24055555555556","45.4572222222222",\N
"IT","","Milano","15146","","","","","","","9.21277777777778","45.5222222222222",\N
"IT","","Milano","15146","","","","","","","9.18527777777778","45.4972222222222",\N
"IT","","Milano","15146","","","","","","","9.23888888888889","45.5008333333333",\N
"IT","","Milano","15146","","","","","","","9.24083333333333","45.4908333333333",\N
"IT","","Milano","15146","","","","","","","9.22472222222222","45.5072222222222",\N
"IT","","Milano","15146","","","","","","","9.17305555555556","45.4722222222222",\N
"IT","","Milano","15146","","","","","","","9.09805555555556","45.4808333333333",\N
"IT","","Milano","15146","","","","","","","9.17916666666667","45.4772222222222",\N
"IT","","Milano","15146","","","","","","","9.25833333333333","45.4930555555556",\N
"IT","","Milano","15146","","","","","","","9.20138888888889","45.5130555555556",\N
"IT","","Villasanta","108049","","","","","","","","",\N
"IT","","Parona","18109","","","","","","","","",\N
"IT","","Ferrera Erbognone","18062","","","","","","","8.83722222222222","45.1211111111111",\N
"IT","","Biandronno","12014","","","","","","","","",\N
"IT","","Lonate Pozzolo","12090","","","","","","","","",\N
"IT","","Fagnano Olona","12067","","","","","","","8.88055555555556","45.6641666666667",\N
"IT","","Marnate","12098","","","","","","","","",\N
"IT","","Besnate","12012","","","","","","","","",\N
"IT","","Olgiate Olona","12108","","","","","","","8.87361111111111","45.6277777777778",\N
"IT","","Olgiate Olona","12108","","","","","","","8.87861111111111","45.6352777777778",\N
"IT","","Castellanza","12042","","","","","","","","",\N
"IT","","Trissino ","024110","","","","","","","11.3880555555556","45.5525",\N
"IT","","Trissino ","024110","","","","","","","11.3872222222222","45.5516666666667",\N
"IT","","Cologna Veneta ","023027","","","","","","","11.3741666666667","45.3188888888889",\N
"IT","","Appiano Gentile","013010","","","","","","","8.98361111111111","45.7280555555556",\N
"IT","","Como","013075","","","","","","","9.07805555555556","45.8061111111111",\N
"IT","","Bulgarograsso","013034","","","","","","","9.07805555555556","45.8061111111111",\N
"IT","","Bulgarograsso","013034","","","","","","","9.01583333333333","45.7427777777778",\N
"IT","","Fino Mornasco","013102","","","","","","","9.06138888888889","45.7494444444444",\N
"IT","","Milano","015146","","","","","","","9.22194444444444","45.4280555555556",\N
"IT","","Limido Comasco ","013128","","","","","","","8.97055555555556","45.6838888888889",\N
"FR","","DISTRICT DE BOULOGNE SUR MER (WIMEREUX) F4","00057X0248/F4","","","","FRAG002","FR_GWB_FRAG002","","1.61773365555556","50.7751769333333",\N
"FR","","S.I.A.E.Rég. de DUNKERQUE (éperlecques) F9","00068X0122/F9","","","","FRAG001","FR_GWB_FRAG001","","2.14389832222222","50.7987196666667",\N
"FR","","Captage Brasserie RICOUR (saint sylvestre cappel)","00085X0063/F2","","","","FRAG014","FR_GWB_FRAG014","","2.55395778333333","50.777207775",\N
"FR","","SOURCE (thérouanne)","00126X0128/SO","","","","FRAG004","FR_GWB_FRAG004","","2.27006100277778","50.6332060972222",\N
"FR","","C.U.D.L. (WATTRELOS) BECK6","00144D1166/F6","","","","FRAG015","FR_GWB_FRAG015","","3.22303155555556","50.6907824972222",\N
"FR","","S.I. de DANNES CAMIERS (camiers) F2","00163X0081/F","","","","FRAG005","FR_GWB_FRAG005","","1.61679883611111","50.5513015",\N
"FR","","S.I. de la Rég. de BRIMEUX (marant)","00175X0032/F1","","","","FRAG005","FR_GWB_FRAG005","","1.84164876388889","50.4607653138889",\N
