"country","country_other","station_name","national_name","short_sample_code","sample_code","provider_code","code_ec_wise","code_ec_other","code_other","longitude_decimal","latitude_decimal","specific_locations"
"SK","","Topľa - below WWTP Bardejov","B8PV","","","","","","","","",\N
"SK","","Topľa - pod WWTP Bardejov","B8PV","","","","","","","","",\N
"SK","","Topľa-pod Vranovom","B15PV","","","","","","","","",\N
"SK","","VN Domaša","B9PV","","","","","","","","",\N
"SK","","Ondava-Nižný Hrušov","B16PV","","","","","","","","",\N
"SK","","Laborec - pod Humenným","B10PV","","","","","","","","",\N
"SK","","Laborec-Petrovce","B17PV","","","","","","","","",\N
"SK","","Bracovce - Ondava, Ondava (rkm 21.5), Bodrog (SK)","B12PV","","","","","","","","",\N
"SK","","ústie Latorica-Bodrog","B13PV","","","","","","","","",\N
"SK","","Bodrog - Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B2PV","","","","","","","","",\N
"SK","","Trnávka pod Trebišovom","B14PV","","","","","","","","",\N
"SK","","Trnávka-Zemplínske hradište","B18PV","","","","","","","","",\N
"SK","","Chotárny Kanál - Jánošikovo, Malý Dunaj (rkm 11), Malý Dunaj (SK)","MD1PV","","","","","","","","",\N
"SK","","pod VaK-ÚČOV Vrakuňa","MD3PV","","","","","","","","",\N
"SK","","pod Slovnaftom a.s., Bratislava","D2PV","","","","","","","","",\N
"SK","","Dunaj - Štúrovo, Danube (rkm 1718.8), Danube (SK)","D4PV","","","","","","","","",\N
"SK","","Malý Dunaj - ústie","MD4PV","","","","","","","","",\N
"SK","","M. Dunaj - Kolárovo","MD4PV","","","","","","","","",\N
"SK","","M. Dunaj - Čierna Voda","MD5PV","","","","","","","","",\N
"SK","","pod Akutrade B.Štiavnica","I5PV","","","","","","","","",\N
"SK","","pod Novou Baňou","R10PV","","","","","","","","",\N
"SK","","Hron-Šalková","R19PV","","","","","","","","",\N
"SK","","pod WWTP Levice","R11PV","","","","","","","","",\N
"SK","","Zvolen - Bučina","R14PV","","","","","","","","",\N
"SK","","Zvolen - Bučina","R13PV","","","","","","","","",\N
"SK","","Slatina- ústie","R20PV","","","","","","","","",\N
"SK","","Zolná - ústie","R21PV","","","","","","","","",\N
"SK","","Hron-Kamenica","R2PV","","","","","","","","",\N
"SK","","Hron - nad Biotikou","R18PV","","","","","","","","",\N
"SK","","pod Spišskou Novou Vsou","H6PV","","","","","","","","",\N
"SK","","ústie - Hnilec","H7PV","","","","","","","","",\N
"SK","","Obišovce","H10PV","","","","","","","","",\N
"SK","","Rudniansky p.-ústie","H11PV","","","","","","","","",\N
"SK","","Torysa-Vajkovce","H10PV","","","","","","","","",\N
"SK","","pod Vitrum Krompachy","H12PV","","","","","","","","",\N
"SK","","Hornád-Hidasnemeti","H13PV","","","","","","","","",\N
"SK","","Sokoliansky p.","H14PV","","","","","","","","",\N
"SK","","Torysa-Košické Olšany","H15PV","","","","","","","","",\N
"SK","","pod Slovglassom Poltár","I6PV","","","","","","","","",\N
"SK","","Štiavnica - Tupá","I10PV","","","","","","","","",\N
"SK","","Ipeľ - Salka","I1PV","","","","","","","","",\N
"SK","","pod WWTP Lučenec","I7PV","","","","","","","","",\N
"SK","","Veľké Zlievce","I8PV","","","","","","","","",\N
"SK","","Belina-Filakovo, Belina (rkm 1.6), Ipel (SK)","I11PV","","","","","","","","",\N
"SK","","Štiavnica - ústie","I3PV","","","","","","","","",\N
"SK","","Krtíš - ústie","I9PV","","","","","","","","",\N
"SK","","pod Senicou","M10PV","","","","","","","","",\N
"SK","","Myjava - pod WWTP","M7PV","","","","","","","","",\N
"SK","","Kúty","M1PV","","","","","","","","",\N
"SK","","pod Gajarmi","M8PV","","","","","","","","",\N
"SK","","Morava-Devínska Nová Ves","M2PV","","","","","","","","",\N
"SK","","pod WWTP Brezová p. Bradlom","M6PV","","","","","","","","",\N
"SK","","pod WWTP Topoľčany","N12PV","","","","","","","","",\N
"SK","","Nitra-Chalmová","N2PV","","","","","","","","",\N
"SK","","pod WWTP Nitra","N13PV","","","","","","","","",\N
"SK","","Žitava-Dolný Oháj","N17PV","","","","","","","","",\N
"SK","","pod Novými Zámkami","N14PV","","","","","","","","",\N
"SK","","Nitra-Komoča","N1PV","","","","","","","","",\N
"SK","","pod WWTP Zlaté Moravce","N15PV","","","","","","","","",\N
"SK","","Bebrava Pod Ústím Radiše, Bebrava (rkm 9), Nitra (SK)","N16PV","","","","","","","","",\N
"SK","","pod Plastikou Nitra","N10PV","","","","","","","","",\N
"SK","","Poprad-Veľká Lomnica","P5PV","","","","","","","","",\N
"SK","","pod SMZ Jelšava","S2PV","","","","","","","","",\N
"SK","","Slaná - ústie","S4PV","","","","","","","","",\N
"SK","","Tisa - Malé Trakany","T1PV","","","","","","","","",\N
"SK","","Oravská priehrada","V8PV","","","","","","","","",\N
"SK","","Kraľovany","V18PV","","","","","","","","",\N
"SK","","nad Glacierom Tribometal, a.s.","V9PV","","","","","","","","",\N
"SK","","OTF Nižná nad Oravou","V11PV","","","","","","","","",\N
"SK","","Kysuca - ústie","V12PV","","","","","","","","",\N
"SK","","Liptovská Mara","V13PV","","","","","","","","",\N
"SK","","VN Hričov","V3PV","","","","","","","","",\N
"SK","","Váh - pod WWTP N.M/Váhom","V14PV","","","","","","","","",\N
"SK","","VN Kráľová","V4PV","","","","","","","","",\N
"SK","","Váh - pod WWTP Hlohovec","V15PV","","","","","","","","",\N
"SK","","Trnávka - Modranka","V20PV","","","","","","","","",\N
"SK","","Váh - Kolárovo","V16PV","","","","","","","","",\N
"SK","","Dudváh - Mouth, Dolný Dudváh (rkm 1.5), Váh (SK)","V19PV","","","","","","","","",\N
"SK","","pod WWTP Galanta","V 17PV","","","","","","","","",\N
"SK","","Váh-Komárno","V7PV","","","","","","","","",\N
"IT","","Nerviano (Mi)","","","","","","","","8.97305555555556","45.5519444444444",\N
"IT","","Pero (Mi)","","","","","","","","9.04194444444444","45.5188888888889",\N
"IT","","Lodi","","","","","","","","9.38888888888889","45.2966666666667",\N
"IT","","Bresso, Seveso, Po (IT)","","","","","","","","9.18222222222222","45.5380555555556",\N
"IT","","Ferrara, Po, Po (IT)","","","","","","","","11.605","45.8891666666667",\N
"IT","","Lambrinia","","","","","","","","9.54027777777778","45.1547222222222",\N
"IT","","Bosco/Monticelli Pavia, Po, Po (IT)","","","","","","","","9.53194444444444","45.1222222222222",\N
"IT","","Ponte della Becca","","","","","","","","9.22888888888889","45.1444444444444",\N
"IT","","Torre d'Isola","","","","","","","","9.07444444444444","45.2127777777778",\N
"IT","","San Mauro Torinese","","","","","","","","7.76527777777778","45.1052777777778",\N
"IT","","Torino","","","","","","","","7.72194444444444","45.0966666666667",\N
"IT","","Torino, Centro","","","","","","","","7.69305555555556","45.0608333333333",\N
"IT","","Chivasso, Po, Po (IT)","","","","","","","","7.88555555555556","45.1825",\N
"IT","","Saluggia","","","","","","","","8.00361111111111","45.2291666666667",\N
"IT","","Vercelli","","","","","","","","8.44222222222222","45.3308333333333",\N
"IT","","Casale Monferrato, Po, Po (IT)","","","","","","","","8.46722222222222","45.1466666666667",\N
"IT","","Rivarone","","","","","","","","8.71944444444444","44.9775",\N
"IT","","Portalbera","","","","","","","","9.34027777777778","45.1005555555556",\N
"IT","","San Zenone al Po","","","","","","","","9.36305555555555","45.1083333333333",\N
"IT","","Lambrinia","","","","","","","","9.54027777777778","45.1544444444444",\N
"IT","","Pizzighettone","","","","","","","","9.78361111111111","45.1783333333333",\N
"IT","","Marcaria","","","","","","","","10.5388888888889","45.1125",\N
"IT","","Governolo, Po, Po (IT)","","","","","","","","10.9594444444444","45.0680555555556",\N
"IT","","Governolo, Mincio, Po (IT)","","","","","","","","10.9527777777778","45.0877777777778",\N
"IT","","Quistello","","","","","","","","10.9788888888889","45.0088888888889",\N
"IT","","San Benedetto al Po","","","","","","","","10.9086111111111","45.06",\N
"IT","","Bosco/Monticelli Pavia (IT)","","","","","","","","9.53194444444444","45.1222222222222",\N
"IT","","Chivasso (IT)","","","","","","","","7.88555555555556","45.1825",\N
"IT","","Casale Monferrato (IT)","","","","","","","","8.46722222222222","45.1466666666667",\N
"IT","","Governolo (IT)","","","","","","","","10.9594444444444","45.0680555555556",\N
"IT","","Governolo (IT)","","","","","","","","10.9527777777778","45.0877777777778",\N
"ES","","Mouth of river Llobregat (discharge of WWTP effluent)","","","","","","","","","",\N
"ES","","Mouth of river Besos (discharge of WWTP effluent)","","","","","","","","","",\N
"ES","","Tarragona harbour","","","","","","","","","",\N
"ES","","Ebro In Haro, Ebro, Ebro (ES)","","","","","","","R4","2.842222","42.589167",\N
"ES","","Tudela downstream","","","","","","","Tuddown","0.555556","42.000000",\N
"ES","","Logrono downstream","","","","","","","Logdown","0.205556","42.415556",\N
"ES","","Pamplona downstream","","","","","","","Pampdown","0.748333","42.814444",\N
"ES","","Pamplona downstream","","","","","","","Pamdown","0.748333","42.814444",\N
"ES","","Ebro In Presa De Pina, Ebro, Ebro (ES)","","","","","","","R14","0.691389","41.566944",\N
"ES","","Segre in Torres de Segre","","","","","","","T16","0.512500","41.536389",\N
"ES","","Ebro In Campredó, Ebro, Ebro (ES)","","","","","","","R18","0.567778","40.766111",\N
"ES","","Zadorra in Villodas","","","","","","","T3","2.783056","42.833333",\N
"ES","","Arga In Puente La Reina, Arga, Ebro (ES)","","","","","","","T9","1.818889","42.671111",\N
"ES","","Ebro In Logrono, Ebro, Ebro (ES)","","","","","","","R6","2.443889","42.470278",\N
"ES","","Gállego In San Mateo De Gállego, Gállego, Ebro (ES)","","","","","","","T13","0.785000","41.823056",\N
"ES","","Huerva in Zaragoza","","","","","","","T11","0.915000","41.630556",\N
"ES","","Cinca In Alcolea De Cinca, Cinca, Ebro (ES)","","","","","","","T15","0.135833","41.725000",\N
"ES","","T2","","","","","","","T2","","",\N
"ES","","Zadorra in Villodas","","","","","","","T3","2.78305555555556","42.8333333333333",\N
"ES","","Ebro In Haro, Ebro, Ebro (ES)","","","","","","","R4","2.84222222222222","42.5891666666667",\N
"ES","","T5","","","","","","","T5","","",\N
"ES","","Ebro In Logrono, Ebro, Ebro (ES)","","","","","","","R6","2.44388888888889","42.4702777777778",\N
"ES","","T7","","","","","","","T7","","",\N
"ES","","T8","","","","","","","T8","","",\N
"ES","","Arga In Puente La Reina, Arga, Ebro (ES)","","","","","","","T9","1.81888888888889","42.6711111111111",\N
"ES","","T10","","","","","","","T10","","",\N
"ES","","Huerva in Zaragoza","","","","","","","T11","0.915","41.6305555555556",\N
"ES","","T12","","","","","","","T12","","",\N
"ES","","Gállego In San Mateo De Gállego, Zadorra, Ebro (ES)","","","","","","","T13","0.785","41.8230555555556",\N
"ES","","Ebro In Presa De Pina, Ebro, Ebro (ES)","","","","","","","R14","0.691388888888889","41.5669444444444",\N
"ES","","Cinca In Alcolea De Cinca, Cinca, Ebro (ES)","","","","","","","T15","0.135833333333333","41.725",\N
"ES","","Segre in Torres de Segre","","","","","","","T16","0.5125","41.5363888888889",\N
"ES","","R17","","","","","","","R17","","",\N
"ES","","Ebro In Campredó, Ebro, Ebro (ES)","","","","","","","R18","0.567777777777778","40.7661111111111",\N
"ES","","R19","","","","","","","R19","","",\N
"ES","","Gállego In San Mateo De Gállego, Gállego, Ebro (ES)","","","","","","","T13","0.785","41.8230555555556",\N
"ES","","R7","","","","","","","R7","","",\N
"ES","","R15","","","","","","","R15","","",\N
"ES","","R0","","","","","","","R0","","",\N
"ES","","R20","","","","","","","R20","","",\N
"ES","","R1","","","","","","","R1","","",\N
"ES","","Ebro In Haro, Ebro, Ebro (ES)","","","","","","","R4","","",\N
"ES","","R14","","","","","","","R14","","",\N
"SK","","Topľa-pod Vranovom","B25","","","","","","","","",\N
"SK","","Ondava-Nižný Hrušov","B27","","","","","","","","",\N
"SK","","Laborec-Petrovce","B28","","","","","","","","",\N
"SK","","Bodrog – Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B29","","","","","","","","",\N
"SK","","Trnávka - Zemplínske Hradište","B30","","","","","","","","",\N
"SK","","pod Slovnaft a.s. Bratislava","D2","","","","","","","","",\N
"SK","","Dunaj - Štúrovo, Danube (rkm 1718.8), Danube (SK)","D4","","","","","","","","",\N
"SK","","ústie - Hnilec","H7","","","","","","","","",\N
"SK","","Obišovce","H11","","","","","","","","",\N
"SK","","pod Vitrum Krompachy","H13","","","","","","","","",\N
"SK","","Hornád - Hidasnémeti","H14","","","","","","","","",\N
"SK","","Sokoliansky p.","H15","","","","","","","","",\N
"SK","","Torysa - Košické Olšany","H16","","","","","","","","",\N
"SK","","Ipeľ - Salka","I1","","","","","","","","",\N
"SK","","pod Lučenecom","I10","","","","","","","","",\N
"SK","","Filakovo, Belina (rkm 1.6), Ipel (SK)","I11","","","","","","","","",\N
"SK","","Štiavnica - ústie","I3","","","","","","","","",\N
"SK","","Krtíš - ústie","I9","","","","","","","","",\N
"SK","","pod Senicou","M10","","","","","","","","",\N
"SK","","Kúty","M1","","","","","","","","",\N
"SK","","Devínská Nová Ves, Morava (rkm 1.5), Morava (SK)","M2","","","","","","","","",\N
"SK","","M. Dunaj - Kolárovo","MD5","","","","","","","","",\N
"SK","","M. Dunaj - Čierna Voda","MD6","","","","","","","","",\N
"SK","","Chalmová, Nitra (rkm 123.8), Nitra (SK)","N2","","","","","","","","",\N
"SK","","Dolný Oháj, Žitava (rkm 2.1), Nitra (SK)","N35","","","","","","","","",\N
"SK","","Komoča","N1","","","","","","","","",\N
"SK","","Veľká Lomnica","P5","","","","","","","","",\N
"SK","","Hron - Kamenica nad Hronom","R2","","","","","","","","",\N
"SK","","Hron - Šalková","R19","","","","","","","","",\N
"SK","","Slatina - ústie","R20","","","","","","","","",\N
"SK","","Zolná - ústie","R21","","","","","","","","",\N
"SK","","Rimava – Slaná - ústie","S1","","","","","","","","",\N
"SK","","Tisa - Malé Trakany","T1","","","","","","","","",\N
"SK","","Kraľovany","V18","","","","","","","","",\N
"SK","","VN Hričov","V3","","","","","","","","",\N
"SK","","VN Kráľová","V4","","","","","","","","",\N
"SK","","Trnávka - Modranka","V70","","","","","","","","",\N
"SK","","Dudváh - Mouth, Dolný Dudváh (rkm 1.5), Váh (SK)","V19","","","","","","","","",\N
"SK","","Komárno","V7","","","","","","","","",\N
"SK","","Topľa - pod WWTP Bardejov","B11","","","","","","","","",\N
"SK","","VN Domaša","B12","","","","","","","","",\N
"SK","","Laborec - pod Humenným","B13","","","","","","","","",\N
"SK","","Bracovce - Ondava, Ondava (rkm 21.5), Bodrog (SK)","B20","","","","","","","","",\N
"SK","","ústie Latorica - Bodrog","B21","","","","","","","","",\N
"SK","","Trnávka pod Trebišovom","B23","","","","","","","","",\N
"SK","","Bodrog - Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B29","","","","","","","","",\N
"SK","","pod Spišskou Novou Vsou","H6","","","","","","","","",\N
"SK","","Torysa - Vajkovce","H10","","","","","","","","",\N
"SK","","Slovglass Poltár","I6","","","","","","","","",\N
"SK","","Akutrade S.R.O., Štiavnica (rkm 51.1), Ipel (SK)","I16","","","","","","","","",\N
"SK","","Štiavnica - Tupá","I18","","","","","","","","",\N
"SK","","Pod WWTP Lučenec","I7","","","","","","","","",\N
"SK","","Veľké Zlievce","I8","","","","","","","","",\N
"SK","","Myjava - pod WWTP","M7","","","","","","","","",\N
"SK","","Morava - Gajary","M8","","","","","","","","",\N
"SK","","Chotárny Kanál - Jánošikovo, Malý Dunaj (rkm 11), Malý Dunaj (SK)","MD1","","","","","","","","",\N
"SK","","Malý Dunaj - ústie","MD4","","","","","","","","",\N
"SK","","VaK-ÚČOV Vrakuňa","MD3","","","","","","","","",\N
"SK","","Energoblok, Brezovský potok (rkm 7.8), Morava (SK)","M12","","","","","","","","",\N
"SK","","pod Topoľčanmi","N25","","","","","","","","",\N
"SK","","pod Nitrou","N27","","","","","","","","",\N
"SK","","pod Novými Zámkami","N30","","","","","","","","",\N
"SK","","pod Zlatými Moravcami","N29","","","","","","","","",\N
"SK","","Bebrava Pod Ústím Radiše, Bebrava (rkm 9), Nitra (SK)","N33","","","","","","","","",\N
"SK","","Plastika a.s. Nitra","N20","","","","","","","","",\N
"SK","","Pod Tatramatkou","P6","","","","","","","","",\N
"SK","","pod Novou Baňou","R10","","","","","","","","",\N
"SK","","pod WWTP Levice","R11","","","","","","","","",\N
"SK","","Bucina A.S., Zvolen, Zolná (rkm 1.4), Hron (SK)","R13","","","","","","","","",\N
"SK","","Hron - nad Biotikou","R18","","","","","","","","",\N
"SK","","Pod SMZ Jelšava","S13","","","","","","","","",\N
"SK","","Malé Trakany","T1","","","","","","","","",\N
"SK","","Oravská priehrada","V8","","","","","","","","",\N
"SK","","nad Glacierom Tribometal, a.s.","V2","","","","","","","","",\N
"SK","","OTF Nižná nad Oravou","V11","","","","","","","","",\N
"SK","","Kysuca - ústie","V12","","","","","","","","",\N
"SK","","Liptovská Mara","V68","","","","","","","","",\N
"SK","","Váh pod WWTP N.M/Váhom","V14","","","","","","","","",\N
"SK","","pod WWTP Hlohovec","V41","","","","","","","","",\N
"SK","","Kolárovo","V62","","","","","","","","",\N
"SK","","Šárd pod WWTP Galanta","V17","","","","","","","","",\N
"SK","","Akutrade S.R.O., Štiavnica (rkm 51.1), Ipel (SK)","I15","","","","","","","","",\N
"SK","","VaK-ÚČOV Vrakuňa","MD8","","","","","","","","",\N
"SK","","nad Glacierom Tribometal, a.s.","V53","","","","","","","","",\N
"SK","","Bucina A.S. Zvolen, Zolná (rkm 1.4), Hron (SK)","R13","","","","","","","","",\N
"SK","","pod Lučencom","I10","","","","","","","","",\N
"SK","","Rudniansky p.-ústie","H12","","","","","","","","",\N
"SK","","Ipeľ - Salka","I16","","","","","","","","",\N
"SK","","Ružomberok","V24","","","","","","","","",\N
"SK","","Hnúšťa","S2","","","","","","","","",\N
"SK","","Závod SNP a.s.","R33","","","","","","","","",\N
"SK","","Veľký Krtíš","I14","","","","","","","","",\N
"SK","","Rožňava","S5","","","","","","","","",\N
"SK","","Salka","I1","","","","","","","","",\N
"SK","","Svit","P4","","","","","","","","",\N
"SK","","Selice","V5","","","","","","","","",\N
"SK","","Hornád - Ždaňa","H1","","","","","","","","",\N
"SK","","pod Myjavou","M7","","","","","","","","",\N
"SK","","Malý Dunaj - Jelka","MD13","","","","","","","","",\N
"SK","","Dunaj - Hrušov, Danube, Danube (SK)","D7","","","","","","","","",\N
"SK","","VN Kráľová 1","V4","","","","","","","","",\N
"SK","","Púchov","V30","","","","","","","","",\N
"SK","","VN Hričov - Hrádza","V3","","","","","","","","",\N
"SK","","Hanušovce, Topla, Bodrog (SK)","B32","","","","","","","","",\N
"SK","","Torysa - Kendice","H2","","","","","","","","",\N
"SK","","Cervený Kláštor, Dunajec, Dunajec (SK)","DC1","","","","","","","","",\N
"SK","","Opatovce","V1","","","","","","","","",\N
"SK","","Lužianky","N3","","","","","","","","",\N
"SK","","Chemko A.S.+ Lepidlá A.S. Strážske, Laborec (rkm 53.9), Bodrog (SK)","B03","","","","","","","","",\N
"SK","","pod Chemko a.s.+ Lepidlá a.s., Strážske","B04","","","","","","","","",\N
"SK","","Bukocel A.S. Hencovce, Ondava (rkm 48.65), Bodrog (SK)","B05","","","","","","","","",\N
"SK","","VN - Zemplínska Šírava","B08","","","","","","","","",\N
"SK","","Kappa a.s. (AssiDomän Štúrovo a.s.)","D3","","","","","","","","",\N
"SK","","Volkswagen Slovakia a.s.; Bratislava","M19","","","","","","","","",\N
"SK","","Harmanecké Papierne A.S., Harmanec, Hron (rkm 9.5), Hron (SK)","R22","","","","","","","","",\N
"SK","","Biotika A.S., Slovenská Lupca, Hron (rkm 183.8), Hron (SK)","R26","","","","","","","","",\N
"SK","","pod Bučina a.s., Zvolen","R6","","","","","","","","",\N
"SK","","pod Pohronske strojárne Hliník","R8","","","","","","","","",\N
"SK","","pod Imuna a.s.","H3","","","","","","","","",\N
"SK","","pod U.S.Steel a.s., (VSŽ Ferroenergy Košice)","H4","","","","","","","","",\N
"SK","","VN Ružín","H5","","","","","","","","",\N
"SK","","Akutrade S.R.O., Štiavnica (rkm 51.6), Ipel (SK)","I15","","","","","","","","",\N
"SK","","Slovenský Hodváb a.s. Senica","M15","","","","","","","","",\N
"SK","","Morava-Devínska Nová Ves","M2","","","","","","","","",\N
"SK","","Novácke chemické závody a.s.","N7","","","","","","","","",\N
"SK","","VEGUM a.s.","N8","","","","","","","","",\N
"SK","","Plastika a.s. Nitra","N12","","","","","","","","",\N
"SK","","Tesgal s.r.o.","N11","","","","","","","","",\N
"SK","","SLZ Chémia a.s.","S2","","","","","","","","",\N
"SK","","Slaná - Lenártovce","S1","","","","","","","","",\N
"SK","","SCP Ružomberok a.s.","V9","","","","","","","","",\N
"SK","","Matador a.s. Púchov","V30","","","","","","","","",\N
"SK","","Slovakofarma a.s.","V13","","","","","","","","",\N
"SK","","Duslo A.S., Váh (rkm 53.9), Váh (SK)","V15","","","","","","","","",\N
"SK","","Chemolak A.S. Smolenice, Váh (rkm 25.8), Váh (SK)","V16","","","","","","","","",\N
"SK","","Váh - Komárno","V7","","","","","","","","",\N
"SK","","Púchov","V57","","","","","","","","",\N
"SK","","Matador a.s. Púchov","V57","","","","","","","","",\N
"SK","","Topľa pod Vranovom","B25","","","","","","","21.686030","48.855010",\N
"SK","","Ondava-Nižný Hrušov","B27","","","","","","","21.759030","48.813340",\N
"SK","","Laborec-Petrovce","B28","","","","","","","21.886330","48.794850",\N
"SK","","Bodrog – Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B29","","","","","","","21.759660","48.395530",\N
"SK","","Trnávka - Zemplínske Hradište","B30","","","","","","","21.742500","48.584620",\N
"SK","","pod Slovnaft a.s. Bratislava","D02","","","","","","","17.138460","48.108900",\N
"SK","","ústie - Hnilec","H07","","","","","","","","",\N
"SK","","Obišovce","H11","","","","","","","21.224330","48.870500",\N
"SK","","Vitrum Krompachy","H13","","","","","","","20.880930","48.923810",\N
"SK","","Hidasnemeti","H14","","","","","","","21.315450","48.556610",\N
"SK","","Sokoliansky p.","H15","","","","","","","21.270450","48.528010",\N
"SK","","Košické Olšany","H16","","","","","","","21.336790","48.732600",\N
"SK","","Ipeľ - Salka","I01","","","","","","","18.762580","47.885950",\N
"SK","","pod Lučenecom","I10","","","","","","","19.686230","48.322120",\N
"SK","","Filakovo, Belina (rkm 1.6), Ipel (SK)","I11","","","","","","","19.822860","48.282930",\N
"SK","","Štiavnica - ústie","I03","","","","","","","18.873110","48.087150",\N
"SK","","Krtíš - ústie","I09","","","","","","","","",\N
"SK","","pod Senicou","M10","","","","","","","17.331340","48.666440",\N
"SK","","Kúty","M01","","","","","","","16.994420","48.634540",\N
"SK","","Devínská Nová Ves, Morava (rkm 1.5), Morava (SK)","M02","","","","","","","16.975960","48.187670",\N
"SK","","M. Dunaj - Kolárovo","MD05","","","","","","","17.985010","47.930550",\N
"SK","","Chalmová, Nitra (rkm 123.8), Nitra (SK)","N02","","","","","","","18.483220","48.662120",\N
"SK","","Dolný Oháj, Žitava (rkm 2.1), Nitra (SK)","N35","","","","","","","18.245070","48.086780",\N
"SK","","Komoča","N01","","","","","","","18.104840","47.970110",\N
"SK","","Veľká Lomnica","P05","","","","","","","20.369760","49.112610",\N
"SK","","Hron - Kamenica nad Hronom","R02","","","","","","","18.723360","47.826070",\N
"SK","","Hron - Šalková","R19","","","","","","","19.218630","48.739630",\N
"SK","","Rimava – Slaná - ústie","S01","","","","","","","20.327170","48.288230",\N
"SK","","Tisa - Malé Trakany","T01","","","","","","","22.134140","48.393540",\N
"SK","","VN Kráľová","V04","","","","","","","","",\N
"SK","","Trnávka - Modranka","V70","","","","","","","17.607220","48.347520",\N
"SK","","Komárno","V07","","","","","","","18.142340","47.760900",\N
"SK","","Topľa-pod Vranovom","B25","","","","","","","21.686030","48.855010",\N
"SK","","Chemko A.S.+ Lepidlá A.S. Strážske, Laborec (rkm 53.9), Bodrog (SK)","B03","","","","","","","21.856970","48.849640",\N
"SK","","pod Chemko a.s.+ Lepidlá a.s., Strážske","B04","","","","","","","21.755860","48.820660",\N
"SK","","pod Chemko a.s.+ Lepidlá a.s., Strážske","B05","","","","","","","21.744290","48.855650",\N
"SK","","Laborec-pod EVO Vojany","B09","","","","","","","","",\N
"SK","","Laborec - pod Humenným","B21","","","","","","","","",\N
"SK","","Kappa a.s. (AssiDomän Štúrovo a.s.)","D03","","","","","","","18.697240","47.774490",\N
"SK","","Dunaj - Hrušov, Danube, Danube (SK)","D07","","","","","","","","",\N
"SK","","Cervený Kláštor, Dunajec, Dunajec (SK)","DC01","","","","","","","","",\N
"SK","","Hornád - Ždaňa","H01","","","","","","","21.344430","48.604560",\N
"SK","","Torysa - Kendice","H02","","","","","","","21.254560","48.925690",\N
"SK","","pod Imuna a.s.","H03","","","","","","","21.151470","49.064010",\N
"SK","","U.S.Steel a.s.","H04","","","","","","","21.238410","48.596820",\N
"SK","","VN Ružín","H05","","","","","","","","",\N
"SK","","Salka","I01","","","","","","","18.762580","47.885950",\N
"SK","","VK Veľký Krtíš","I14","","","","","","","19.355300","48.176630",\N
"SK","","Slovglass Poltár","I06","","","","","","","","",\N
"SK","","Akutrade S.R.O., Štiavnica (rkm 51.6), Ipel (SK)","I05","","","","","","","18.921200","48.438180",\N
"SK","","Veľké Zlievce","I08","","","","","","","","",\N
"SK","","pod Myjavou","M07","","","","","","","17.522550","48.748070",\N
"SK","","Myjava - pod WWTP","M07","","","","","","","17.522550","48.748070",\N
"SK","","Slovenský Hodváb a.s. Senica","M05","","","","","","","17.347920","48.679400",\N
"SK","","STAV-Oliva","M09","","","","","","","16.978590","48.374390",\N
"SK","","pod Slovnaft a.s. Bratislava","MD02","","","","","","","","",\N
"SK","","Novácke chemické závody a.s.","N07","","","","","","","18.521740","48.701580",\N
"SK","","Novácke chemické závody a.s.","N13","","","","","","","18.523780","48.708010",\N
"SK","","VEGUM a.s.","N08","","","","","","","","",\N
"SK","","Koželužne Bošany","N15","","","","","","","","",\N
"SK","","Plastika a.s. Nitra","N12","","","","","","","18.111550","48.257660",\N
"SK","","Tesgal s.r.o.","N11","","","","","","","18.295390","48.252820",\N
"SK","","Chemosvit Svit, Poprad (rkm 123.5), Poprad (SK)","P02","","","","","","","20.199540","49.055500",\N
"SK","","pod Bučina a.s., Zvolen","R06","","","","","","","19.107020","48.561990",\N
"SK","","pod WWTP Levice","R11","","","","","","","18.598800","48.177060",\N
"SK","","Bucina A.S., Zvolen, Zolná (rkm 1.402), Hron (SK)","R13","","","","","","","19.155770","48.569830",\N
"SK","","VN Môťová","R15","","","","","","","","",\N
"SK","","Hodruša-Hámre","R17","","","","","","","","",\N
"SK","","SLZ Chémia a.s.","S02","","","","","","","","",\N
"SK","","Harmanecké Papierne A.S., Harmanec, Bystrica (rkm 9.9), Hron (SK)","R03","","","","","","","","",\N
"SK","","Biotika A.S., Slovenská Lupca, Hron (rkm 183.8), Hron (SK)","R05","","","","","","","19.245160","48.743820",\N
"SK","","Závod SNP a.s.","R34","","","","","","","18.819330","48.563250",\N
"SK","","Rožňava","S05","","","","","","","20.509560","48.639140",\N
"SK","","Hnúšťa","S02","","","","","","","","",\N
"SK","","Malé Trakany","T01","","","","","","","22.134140","48.393540",\N
"SK","","Selice","V05","","","","","","","17.922810","48.087650",\N
"SK","","VN Kráľová 1","V04","","","","","","","","",\N
"SK","","VN Hričov - Hrádza","V03","","","","","","","","",\N
"SK","","Oravská priehrada","V08","","","","","","","","",\N
"SK","","nad Glacierom Tribometal, a.s.","V02","","","","","","","19.302820","49.223950",\N
"SK","","SCP Ružomberok a.s.","V09","","","","","","","19.244500","49.099220",\N
"SK","","Matador a.s. Púchov","V58","","","","","","","18.309070","49.066370",\N
